current_value,highest_value,outfitter,last_team,prev_team,prev_prev_team,link
£2.70m,£3.60m,None,Sporting CP,E. Frankfurt,Sporting CP,/chico-geraldes/profil/spieler/257456
£900k,£1.35m,None,Hull City,Chelsea,Chelsea,/todd-kane/profil/spieler/154287
£2.52m,£3.15m,None,Basaksehir,Rubin Kazan,Rostov,/fedor-kudryashov/profil/spieler/48634
£270k,£428k,None,Sivasspor,Menemen Bld.,Tire 1922 Spor,/mert-hakan-yandas/profil/spieler/306462
£11.70m,£12.60m,None,Brighton,Club Brugge,Once Caldas,/jose-izquierdo/profil/spieler/147094
£45.00m,£45.00m,None,Olympique Lyon,Man Utd,PSV Eindhoven,/memphis-depay/profil/spieler/167850
£2.70m,£10.80m,None,Bilbao Athletic,Athletic,Athletic,/ander-iturraspe/profil/spieler/71571
£720k,£720k,None,Rostov,Malmö FF,Trelleborg,/dennis-hadzikadunic/profil/spieler/322065
£5.40m,£5.40m,None,Newcastle,Chelsea,Newcastle,/christian-atsu/profil/spieler/186997
£5.85m,£13.50m,None,Everton,Fiorentina,Everton,/kevin-mirallas/profil/spieler/33639
£3.60m,£3.60m,None,SCO Angers,Valenciennes FC,Valenciennes B,/angelo-fulgini/profil/spieler/250013
£9.00m,£9.00m,None,Lazio,KV Oostende,KV Kortrijk,/adam-marusic/profil/spieler/239802
£5.85m,£5.85m,None,CSKA Moscow,EC Bahia,CSKA Moscow,/rodrigo-becao/profil/spieler/410158
0,0,None,Brentford B,Breidablik,ÍR,/patrik-sigurdur-gunnarsson/profil/spieler/429563
£540k,£2.25m,None,Sivasspor,IFK Göteborg,Panathinaikos,/mattias-bjarsmyr/profil/spieler/30386
£5.40m,£9.00m,None,Lazio,Dinamo Bukarest,Lazio,/stefan-radu/profil/spieler/44420
£450k,£450k,None,Akhmat Grozny,FCI Levadia,FCI Tallinn,/evgeni-kharin/profil/spieler/193464
£135k,£135k,None,Estudiantes,Atlético Huila,Orsomarso SC,/edwar-lopez/profil/spieler/572077
£540k,£540k,None,CD Lugo,RCD Mallorca,Córdoba CF,/edu-campabadal/profil/spieler/126722
£405k,£405k,None,Rostov,Baltika,Rostov,/konstantin-pliev/profil/spieler/394400
£450k,£540k,None,Blackburn,Rotherham,Scunthorpe Utd.,/richard-smallwood/profil/spieler/158713
£5.85m,£9.90m,None,Southampton,Feyenoord,Southampton,/jordy-clasie/profil/spieler/104223
£16.20m,£16.20m,None,Wolves,Middlesbrough,Aston Villa,/adama-traore/profil/spieler/204103
£18.00m,£18.00m,None,Spurs,Paris SG,Toulouse,/serge-aurier/profil/spieler/127032
£36.00m,£36.00m,None,Arsenal,Arsenal U21,Watford,/hector-bellerin/profil/spieler/191217
£1.35m,£1.35m,None,CA Rosario,Rosario B,CA Rosario U19,/andres-lioi/profil/spieler/563336
£2.25m,£4.50m,None,Feyenoord,Vitesse,Ajax,/jan-arie-van-der-heijden/profil/spieler/45538
£1.58m,£4.05m,None,Büyüksehir Bld.,Büyüksehir B. II,No_team,/mahmut-tekdemir/profil/spieler/54177
£7.20m,£7.20m,None,E. Frankfurt,Monaco,Monaco U19,/almamy-toure/profil/spieler/216181
0,0,None,Ipswich,Ipswich U18,Bury Town,/jack-lankester/profil/spieler/602544
£810k,£2.25m,None,FC Dallas,Grêmio,Peñarol,/bressan/profil/spieler/256453
£360k,£360k,None,Chicago Fire,Roughnecks FC,Chicago Fire,/brandt-bronico/profil/spieler/271183
£1.35m,£2.25m,None,CD Cruz Azul,San Lorenzo,CD Cruz Azul,/andres-renteria/profil/spieler/233007
£1.35m,£5.40m,None,Huddersfield,Bor. Dortmund,B. Dortmund II,/erik-durm/profil/spieler/93922
£2.88m,£4.50m,None,Loko Moscow,Olympique Lyon,Terek Grozny,/maciej-rybus/profil/spieler/59597
£3.15m,£3.15m,None,Hull City,Liverpool,Swindon Town,/kevin-stewart/profil/spieler/200782
£90k,£90k,None,QPR,Colchester Utd.,QPR,/olamide-shodipo/profil/spieler/401268
£270k,£270k,None,Greuther Fürth,Gr. Fürth II,Greuther Fürth,/daniel-steininger/profil/spieler/195720
£4.50m,£5.40m,None,CSKA Moscow,CSKA Moscow II,DYuSSh CSKA,/georgi-schennikov/profil/spieler/70097
0,0,None,Rotherham,Frickley Athletic,Rotherham,/ben-wiles/profil/spieler/542471
£31.50m,£31.50m,None,Sporting CP,Sampdoria,Udinese Calcio,/bruno-fernandes/profil/spieler/240306
£765k,£855k,None,Kansas,Colorado,Revolution,/kelyn-rowe/profil/spieler/183118
£810k,£2.70m,None,Parma,Hellas Verona,AS Livorno,/luca-siligardi/profil/spieler/86079
£180k,£225k,None,SV Sandhausen,Hoffenheim II,Hoffenheim U19,/alexander-rossipal/profil/spieler/296188
£630k,£1.13m,None,Arouca,Boavista,Arouca,/jubal/profil/spieler/149928
£2.70m,£4.50m,None,G. Bordeaux,SD Eibar,G. Bordeaux,/vukasin-jovanovic/profil/spieler/264140
£630k,£630k,None,RB Salzburg,Greuther Fürth,RB Salzburg,/david-atanga/profil/spieler/254284
£40.50m,£40.50m,None,Spurs,Ajax,Atl. Nacional,/davinson-sanchez/profil/spieler/341429
£90k,£90k,None,NAC Breda,FC Oss,NAC Breda,/daan-klomp/profil/spieler/400671
£540k,£540k,None,CA Banfield,CA Patronato,Ind. Rivadavia,/rodrigo-arciero/profil/spieler/322649
£4.50m,£6.30m,None,Lanús,Krasnodar,Krasnodar,/mauricio-pereyra/profil/spieler/102452
£540k,£3.60m,None,FC St. Pauli,E. Frankfurt,SC Freiburg,/johannes-flum/profil/spieler/38415
£1.35m,£1.80m,None,Stoke City,MK Dons,Stoke City,/josh-tymon/profil/spieler/419929
£1.44m,£3.42m,None,Udinese Calcio,Vancouver,Udinese Calcio,/ali-adnan/profil/spieler/261611
£12.60m,£19.80m,None,Inter,Juventus,Udinese Calcio,/kwadwo-asamoah/profil/spieler/63531
£675k,£810k,None,MSV Duisburg,Würzb. Kickers,Werder Bremen,/lukas-frode/profil/spieler/153628
£630k,£630k,None,PSV U21,PSV U19,PSV U17,/matthias-verreth/profil/spieler/292817
£135k,£135k,None,NY Red Bulls,NY Red Bulls II,NY Red Bulls II,/tom-barlow/profil/spieler/509916
0,0,None,Vélez Sarsfield,CA Talleres,Vélez Sarsfield,/mauricio-toni/profil/spieler/540299
£450k,£1.80m,None,FC St. Pauli,Club Brugge,FC St. Pauli,/waldemar-sobota/profil/spieler/110852
£90k,£1.98m,None,Rostov,Loko Moscow,Krasnodar,/ilya-abaev/profil/spieler/15569
£1.80m,£1.80m,None,Blackburn,Newcastle,Blackburn,/adam-armstrong/profil/spieler/250426
£2.25m,£2.70m,None,Fenerbahce,FC Zürich,BSC Young Boys,/michael-frey/profil/spieler/147043
£4.95m,£4.95m,None,Dijon,Dijon,No_team,/enzo-loiodice/profil/spieler/581781
£2.25m,£14.40m,None,Basaksehir,Man City,Arsenal,/gael-clichy/profil/spieler/7449
£2.25m,£2.25m,None,Hull City,Burton Albion,Ross County,/jackson-irvine/profil/spieler/192557
£90k,£90k,None,Portuguesa-SP,Santa Clara,Portuguesa,/joao-lopes/profil/spieler/547553
£3.15m,£4.50m,None,Udinese Calcio,RSC Anderlecht,NEC Nijmegen,/bram-nuytinck/profil/spieler/104597
£6.75m,£7.20m,None,Bay. Leverkusen,AS Roma,Bay. Leverkusen,/tin-jedvaj/profil/spieler/206386
£2.70m,£3.60m,None,Genoa,Argentinos Jrs,Genoa,/claudio-spinelli/profil/spieler/504882
£810k,£810k,None,Boavista,Santa Clara,Boavista,/carraca/profil/spieler/291941
£270k,£270k,None,Belenenses SAD,Castelo Branco,Guimarães U19,/kikas/profil/spieler/383807
£405k,£405k,None,Willem II,Leverkusen U19,Leverkusen U17,/atakan-akkaynak/profil/spieler/327542
£270k,£270k,None,Real Madrid,RM Castilla,Real Madrid U19,/luca-zidane/profil/spieler/283489
£450k,£540k,None,C. Rizespor,NK Domzale,KSC Lokeren,/dario-melnjak/profil/spieler/238500
£4.50m,£5.40m,None,Stoke City,West Brom,Wigan,/james-mcclean/profil/spieler/85935
£11.70m,£11.70m,None,Lazio,Sevilla FC,Sampdoria,/joaquin-correa/profil/spieler/227081
£2.70m,£3.15m,None,Levante,Rubin Kazan,Levante,/ruben-rochina/profil/spieler/67548
£31.50m,£36.00m,None,Bayern Munich,VfB Stuttgart,LOSC Lille,/benjamin-pavard/profil/spieler/353366
£810k,£2.25m,None,Vitesse,FC Groningen,Vitesse,/thomas-bruns/profil/spieler/172202
£2.25m,£5.40m,None,VfB Stuttgart,FC Sion,NE Xamax,/chadrac-akolo/profil/spieler/247459
£10.80m,£10.80m,None,Bournemouth,Brentford,Brentford B,/chris-mepham/profil/spieler/480987
£3.60m,£5.85m,None,Sunderland,Guingamp,Dijon,/papy-djilobodji/profil/spieler/136610
£540k,£2.25m,None,FC Emmen,Chicago Fire,FC Groningen,/michael-de-leeuw/profil/spieler/110906
0,0,None,Independiente,Indep'te II,Indep'te U20,/gonzalo-asis/profil/spieler/549958
£1.08m,£1.08m,None,Dep. La Coruña,Elche CF,Dep. La Coruña,/borja-valle/profil/spieler/176067
£540k,£720k,None,SV Darmstadt 98,FC Schalke 04,SV Darmstadt 98,/felix-platte/profil/spieler/195782
£810k,£810k,None,Willem II,Wisla Kraków,Girona,/pol-llonch/profil/spieler/205276
£225k,£225k,None,Leicester,Ipswich,Leicester,/callum-elder/profil/spieler/271997
£5.85m,£7.20m,None,CSKA Moscow,Hull City,US Palermo,/abel-hernandez/profil/spieler/76608
£3.60m,£3.60m,None,Braga,Rio Ave FC,Leixões,/joao-novais/profil/spieler/228940
£180k,£2.88m,None,Antalyaspor,Cruzeiro,Palmeiras,/charles/profil/spieler/16335
£1.80m,£4.50m,None,Celta de Vigo,Fulham,Celta de Vigo,/jozabed-sanchez/profil/spieler/207924
£540k,£2.70m,None,Chicago Fire,Sporting CP,Rio Ave FC,/marcelo/profil/spieler/190185
£2.70m,£3.15m,None,R. Strasbourg,Galatasaray,Sevilla FC,/lionel-carole/profil/spieler/11530
£315k,£720k,None,Moreirense,Marítimo,Vitória Setúbal,/fabio-pacheco/profil/spieler/111200
£2.70m,£9.00m,None,Bor. Dortmund,E. Frankfurt,Bor. Dortmund,/sebastian-rode/profil/spieler/44466
£2.25m,£9.90m,None,Vancouver,Sporting CP,TJ Teda,/fredy-montero/profil/spieler/73852
£720k,£2.70m,None,Sassuolo,Sangiovannese,Fiorentina,/francesco-magnanelli/profil/spieler/7093
£27.00m,£27.00m,None,Villarreal,Málaga CF,A. Malagueño,/pablo-fornals/profil/spieler/357885
£900k,£2.70m,None,Hannover 96,Malmö FF,Brommapojkarna,/miiko-albornoz/profil/spieler/75852
£90k,£90k,None,Elinkwijk,Heracles Almelo,Heracles Almelo,/tim-van-de-berg/profil/spieler/447827
£315k,£315k,None,Greuther Fürth,Gr. Fürth II,Gr. Fürth U19,/maximilian-bauer/profil/spieler/388363
£225k,£450k,None,Rotherham,Barnsley FC,Fulham,/ryan-williams/profil/spieler/192239
£450k,£900k,None,FC Emmen,Heerenveen,Boluspor,/caner-cavlan/profil/spieler/136550
£2.93m,£2.93m,None,Boca Juniors,CA Talleres,Boca Juniors,/gonzalo-maroni/profil/spieler/441385
£315k,£2.25m,None,Akhisarspor,Trabzonspor,Genclerbirligi,/zeki-yavru/profil/spieler/98131
£450k,£1.80m,None,Getafe,Holstein Kiel,Greuther Fürth,/johannes-van-den-bergh/profil/spieler/31218
£360k,£360k,None,CA Banfield,Banfield II,Banfield U20,/nicolas-linares/profil/spieler/534616
0,0,None,Atalanta U19,Atalanta U17,Atalanta Youth,/roberto-piccoli/profil/spieler/432092
£2.25m,£8.10m,None,G. Bordeaux,Guingamp,Hannover 96,/jimmy-briand/profil/spieler/18909
£720k,£720k,None,Salt Lake,Real Monarchs,Salt Lake,/justen-glad/profil/spieler/334597
£270k,£270k,None,Rotherham,Cardiff,Rotherham,/semi-ajayi/profil/spieler/251912
£450k,£450k,None,Extremadura,Marbella FC,Cádiz CF,/kike-marquez/profil/spieler/101733
£7.20m,£7.20m,None,Aston Villa,West Brom,Hull City,/james-chester/profil/spieler/73482
£315k,£810k,None,Bolton,Peterborough,Peterborough,/ben-alnwick/profil/spieler/27036
£630k,£630k,None,Reims,US Créteil,Reims,/hassane-kamara/profil/spieler/290017
£450k,£900k,None,Rotherham,Sheff Wed,West Brom,/joe-mattock/profil/spieler/49611
£1.80m,£1.80m,None,Bologna,SC Amiens,Bologna,/emil-krafth/profil/spieler/184528
£3.15m,£3.15m,None,Fulham,Middlesbrough,Derby,/cyrus-christie/profil/spieler/158623
£180k,£540k,None,CD Lugo,CD Guadalajara,Valencia B,/carlos-pita/profil/spieler/34566
£900k,£900k,None,Atl. Madrid B,Parma,Atl. Madrid B,/nicolas-schiappacasse/profil/spieler/345473
£3.38m,£6.75m,None,Fenerbahce,Besiktas,Hamburger SV,/tolgay-arslan/profil/spieler/53536
£90k,£90k,None,1.FC Heidenheim,Heidenheim U19,Ingolstadt U17,/tobias-reithmeir/profil/spieler/420298
£2.25m,£2.25m,None,FC Utrecht,FC Dordrecht,FC Utrecht,/sean-klaiber/profil/spieler/268113
£450k,£450k,None,FC Groningen,Aalborg BK,Aalborg BK U19,/jannik-pohl/profil/spieler/288432
£1.58m,£1.58m,None,Estudiantes,Chaves,Estudiantes,/gaston-campi/profil/spieler/292174
£4.50m,£6.30m,None,SPAL,Atalanta,SPAL,/jasmin-kurtic/profil/spieler/85825
£720k,£720k,None,Rio Ave FC,São Paulo,Moreirense,/matheus-reis/profil/spieler/379249
£2.70m,£2.70m,None,Atalanta,Bologna,Atalanta,/federico-mattiello/profil/spieler/200194
£518k,£518k,None,Atlanta United,ATL UTD 2,Atlanta United,/miles-robinson/profil/spieler/468022
£8.10m,£8.10m,None,Atalanta,Ludogorets,FC Metz,/jose-luis-palomino/profil/spieler/125020
£13.50m,£18.90m,None,Liverpool,Bournemouth,Liverpool,/nathaniel-clyne/profil/spieler/85177
£9.00m,£10.80m,None,Lazio,Sassuolo,Genoa,/francesco-acerbi/profil/spieler/131075
£180k,£225k,None,HN Jianye,Spartak,Ross County,/tim-chow/profil/spieler/196693
£675k,£900k,None,Ipswich,Bristol City,Bristol City U18,/cole-skuse/profil/spieler/48094
£450k,£450k,None,Real Zaragoza,Dep. Aragón,Zaragoza Juv. A,/daniel-lasure/profil/spieler/336736
£5.40m,£5.40m,None,FC Barcelona B,G. Bordeaux,FC Barcelona B,/sergi-palencia/profil/spieler/268176
£450k,£450k,None,Celta de Vigo,Celta Vigo B,Celta U19,/kevin-vazquez/profil/spieler/221315
£1.35m,£1.35m,None,FC Augsburg,FC Augsburg U19,FC Augsburg U17,/raphael-framberger/profil/spieler/146163
£315k,£315k,None,Anzhi,Anzhi II,Zorkiy,/anton-belov/profil/spieler/425746
£36.00m,£36.00m,None,FC Barcelona,Benfica,Benfica B,/nelson-semedo/profil/spieler/231572
£22.50m,£22.50m,None,Fulham,Marseille,Marseille B,/andre-zambo-anguissa/profil/spieler/354361
£720k,£720k,None,Guingamp,Clermont Foot,Monaco,/marc-aurele-caillard/profil/spieler/205465
£16.20m,£40.50m,None,FC Barcelona,Bayern Munich,Juventus,/arturo-vidal/profil/spieler/37666
£2.48m,£2.48m,None,River Plate,Godoy Cruz,Pescara,/luciano-abecasis/profil/spieler/149435
£270k,£315k,None,CA Banfield,Banfield II,Banfield U20,/alexis-maldonado/profil/spieler/444100
£360k,£360k,None,Erzgebirge Aue,1.FC Köln II,FCO Neugersdorf,/filip-kusic/profil/spieler/217285
£3.60m,£5.85m,None,Huddersfield,FC Porto,KAA Gent,/laurent-depoitre/profil/spieler/90583
£1.80m,£7.65m,None,Spurs,Swansea,FC Utrecht,/michel-vorm/profil/spieler/26276
£2.25m,£3.15m,None,Werder Bremen,Slovan Liberec,Slavia Prag,/theodor-gebre-selassie/profil/spieler/60632
£720k,£900k,None,KS Samara,Anzhi,Orenburg,/vladimir-poluyakhtov/profil/spieler/58429
£1.58m,£2.70m,None,Saint-Étienne,FC Utrecht,Saint-Étienne,/oussama-tannane/profil/spieler/235540
£900k,£900k,None,Fiorentina,Partizan,Partizan U19,/dusan-vlahovic/profil/spieler/357498
£12.60m,£12.60m,None,Real Betis,América,CF América U20,/diego-lainez/profil/spieler/371174
0,0,None,Argentinos Jrs,Argentinos II,No_team,/thomas-amilivia/profil/spieler/639767
£4.95m,£4.95m,None,TSG Hoffenheim,Hoffenheim II,Hoffenheim U19,/stefan-posch/profil/spieler/223974
£1.58m,£2.70m,None,Palmeiras,CA Rosario,Palmeiras,/agustin-allione/profil/spieler/189411
£1.58m,£1.80m,None,Minnesota Utd.,Reims,KV Kortrijk,/romain-metanire/profil/spieler/154209
£11.25m,£11.25m,None,Boca Juniors,Peñarol,Peñarol U19,/nahitan-nandez/profil/spieler/315063
£8.10m,£8.10m,None,West Brom,Hull City,Spurs,/jake-livermore/profil/spieler/61832
£1.35m,£1.62m,None,Boca Juniors,América,Lanús,/paolo-goltz/profil/spieler/55183
£1.58m,£2.48m,None,Chicago Fire,Alavés,Chicago Fire,/aleksandar-katai/profil/spieler/139915
£6.30m,£11.70m,None,Everton,Cardiff,Everton,/oumar-niasse/profil/spieler/209781
£1.35m,£1.80m,None,E. Frankfurt,F. Düsseldorf,E. Frankfurt,/aymen-barkok/profil/spieler/315332
£1.35m,£6.30m,None,Sassuolo,Sampdoria,Benevento,/filip-djuricic/profil/spieler/94307
£405k,£405k,None,SC Paderborn,Hallescher FC,Stuttg. Kickers,/klaus-gjasula/profil/spieler/57598
£36.00m,£40.50m,None,Man City,Monaco,Marseille,/benjamin-mendy/profil/spieler/157495
£405k,£1.35m,None,KSC Lokeren,FC Emmen,KSC Lokeren,/luciano-slagveer/profil/spieler/187298
£3.15m,£4.50m,None,Girona,Stoke City,Girona,/marc-muniesa/profil/spieler/74228
0,0,None,,,,/lechii-sadulaev/profil/spieler/623553
£9.00m,£9.00m,None,Chelsea,Newcastle,Chelsea,/kenedy/profil/spieler/281404
£360k,£450k,None,Werder Bremen,ADO Den Haag,ADO Den Haag,/melvyn-lorenzen/profil/spieler/143121
£1.62m,£1.62m,None,Alavés,UD Logroñés,SD Eibar,/manu-garcia/profil/spieler/76273
£315k,£315k,None,Zenit 2 S-Pb,Zenit II,Akademia Zenit,/leon-musaev/profil/spieler/375668
£3.15m,£9.00m,None,Spartak Moscow,Loko Moscow,Loko Moscow II,/denis-glushakov/profil/spieler/55336
£180k,£540k,None,Feirense,Boavista,Freamunde,/tiago-mesquita/profil/spieler/130622
£405k,£2.25m,None,Y. Malatyaspor,Boluspor,Gaziantep BB,/murat-yildirim/profil/spieler/35530
£180k,£1.35m,None,Feirense,Indep. Santa Fe,Once Caldas,/jose-valencia/profil/spieler/119183
£810k,£900k,None,SPAL,Chievo Verona,SPAL,/filippo-costa/profil/spieler/197743
£4.50m,£9.00m,None,Bor. Dortmund,B. Dortmund II,B. Dortmund U19,/marcel-schmelzer/profil/spieler/35208
£18.00m,£22.50m,None,RB Leipzig,Paris SG,Paris SG B,/jean-kevin-augustin/profil/spieler/264956
£1.08m,£4.95m,None,SZ FC,Saint-Étienne,Stade Rennais,/cheikh-mbengue/profil/spieler/56795
£248k,£405k,None,Argentinos Jrs,Liverpool FC,Peñarol,/jonathan-sandoval/profil/spieler/74268
£5.40m,£18.00m,None,Atlético Madrid,Fulham,Atlético Madrid,/luciano-vietto/profil/spieler/214316
£2.70m,£3.15m,None,Genoa,Chievo Verona,Atalanta,/ivan-radovanovic/profil/spieler/46105
£540k,£1.80m,None,FC Emmen,KV Mechelen,KV Oostende,/nicklas-pedersen/profil/spieler/44588
£13.50m,£13.50m,None,Fulham,Swansea,Barnsley FC,/alfie-mawson/profil/spieler/287431
£720k,£1.08m,None,Estudiantes,CA Banfield,Club Tijuana,/enzo-kalinski/profil/spieler/67818
£1.35m,£1.35m,None,Hull City,West Ham,Bolton,/reece-burke/profil/spieler/264220
£270k,£450k,None,Enisey,Rubin Kazan,Rubin Kazan II,/yuri-nesterenko/profil/spieler/147072
£1.35m,£1.35m,None,Brentford,Southend United,Braintree,/daniel-bentley/profil/spieler/136401
£4.50m,£13.50m,None,Loko Moscow,Besiktas,Valencia,/manuel-fernandes/profil/spieler/16791
£450k,£11.70m,None,Genoa,Lazio,Cagliari Calcio,/federico-marchetti/profil/spieler/22318
£22.50m,£27.00m,None,Real Sociedad,Maldonado,UD Las Palmas,/willian-jose/profil/spieler/122155
£225k,£450k,None,CA Rosario,Argentinos Jrs,CA Rosario,/elias-gomez/profil/spieler/302139
£270k,£360k,None,CD Lugo,Gimnàstic,Alavés,/manu-barreiro/profil/spieler/72484
£2.70m,£2.70m,None,Sheffield Utd.,Brighton,Sheffield Utd.,/oliver-norwood/profil/spieler/73547
£540k,£585k,None,Cincinnati,Houston,RGV FC Toros,/eric-alexander/profil/spieler/146031
£765k,£9.45m,None,Basaksehir,Antalyaspor,Basaksehir,/mevlut-erdinc/profil/spieler/38360
£1.80m,£2.25m,None,FC Augsburg,F. Düsseldorf,FC Augsburg,/takashi-usami/profil/spieler/111881
£585k,£1.35m,None,Heerenveen,Feyenoord,NEC Nijmegen,/lucas-woudenberg/profil/spieler/221766
£1.35m,£1.35m,None,Ipswich,Esbjerg fB,Esbjerg fB U19,/jonas-knudsen/profil/spieler/144904
£360k,£450k,None,Cincinnati,SC Freiburg,FC Vaduz,/caleb-stanko/profil/spieler/190269
£900k,£1.13m,None,Desportivo Aves,Benfica B,Desportivo Aves,/ponck/profil/spieler/341516
£540k,£630k,None,Timbers,Millonarios,Timbers,/dairon-asprilla/profil/spieler/260381
£28.80m,£34.20m,None,Spurs,Paris SG,São Paulo,/lucas-moura/profil/spieler/77100
£2.25m,£2.25m,None,Bournemouth,Norwich,Bournemouth,/andrew-surman/profil/spieler/29975
£9.00m,£9.00m,None,SC Freiburg,1.FC K'lautern,K'lautern II,/robin-koch/profil/spieler/328784
£2.25m,£2.52m,None,CSKA Moscow,Ufa,CSKA Moscow,/viktor-vasin/profil/spieler/60134
£765k,£2.25m,None,Timbers,Estudiantes,Timbers,/lucas-melano/profil/spieler/220753
£16.20m,£27.00m,None,Paris SG,Loko Moscow,Paris SG,/grzegorz-krychowiak/profil/spieler/45184
£3.60m,£3.60m,None,Athletic,CD Leganés,Athletic,/iago-herrerin/profil/spieler/71570
£1.08m,£1.08m,None,Loko Moscow,Loko Moscow II,Akademia Loko,/mikhail-lysov/profil/spieler/289590
£180k,£180k,None,Millwall,Portsmouth,Millwall,/ben-thompson/profil/spieler/337062
£5.40m,£5.40m,None,Fulham,Bristol City,Plymouth,/joe-bryan/profil/spieler/194460
£315k,£585k,None,Orlando City SC,Vancouver,LA Galaxy,/brian-rowe/profil/spieler/213545
£225k,£225k,None,Rotherham,Northampt. Town,Rangers,/matt-crooks/profil/spieler/169416
£225k,£2.70m,None,Y. Malatyaspor,Göztepe,Besiktas,/omer-sismanoglu/profil/spieler/50774
£2.25m,£2.25m,None,Dinamo Moscow,CSKA Moscow,Dinamo Moscow,/kirill-panchenko/profil/spieler/106675
£180k,£180k,None,VVV-Venlo,SV Deurne,Quick Boys '31,/delano-van-crooij/profil/spieler/159143
£270k,£270k,None,FC Volendam,FC Emmen,FC Groningen,/hilal-ben-moussa/profil/spieler/223405
£4.05m,£4.05m,None,RB Leipzig,NY Red Bulls,NY Red Bulls II,/tyler-adams/profil/spieler/332705
£900k,£1.35m,None,FC St. Pauli,Heerenveen,FC Volendam,/henk-veerman/profil/spieler/271743
£270k,£1.26m,None,Antalyaspor,Basaksehir,Sivasspor,/hakan-ozmert/profil/spieler/17465
£1.58m,£1.58m,None,Atlanta United,CA Banfield,Banfield II,/eric-remedi/profil/spieler/362364
£720k,£720k,None,Quakes,Honvéd,Chepo FC,/anibal-godoy/profil/spieler/161671
£1.80m,£8.10m,None,Fenerbahce,Eskisehirspor,Eskisehir II,/alper-potuk/profil/spieler/99186
£405k,£405k,None,Chicago Fire,Columbus Crew,Cincinnati,/christian-martinez/profil/spieler/419247
£900k,£900k,None,Arsenal Tula,Arsenal 2 Tula,S. Peshelan,/mikhail-levashov/profil/spieler/148028
£540k,£1.35m,None,CA Rosario,Racing Club,CA Rosario,/washington-camacho/profil/spieler/76490
£2.70m,£2.70m,None,RB Leipzig,BSC Young Boys,BSC YB U18,/yvon-mvogo/profil/spieler/147051
£360k,£900k,None,Feirense,Sepahan,Arouca,/rafael-crivellaro/profil/spieler/145692
£270k,£315k,None,FSV Zwickau,1.FC Magdeburg,G. Halberstadt,/christopher-handke/profil/spieler/57704
£810k,£810k,None,HNK Rijeka,SC Paderborn,HNK Sibenik,/jamilu-collins/profil/spieler/254934
£360k,£360k,None,Hertha BSC,Hertha BSC U19,Hertha BSC U17,/florian-baak/profil/spieler/296345
£90k,£405k,None,DL Yifang,YB Funde,Kitchee,/alex-tayo-akande/profil/spieler/209778
£1.58m,£3.15m,None,Bursaspor,Trabzonspor,Y. Malatyaspor,/aytac-kara/profil/spieler/159908
£450k,£4.95m,None,Sivasspor,BB Erzurumspor,Osmanlispor,/ozer-hurmaci/profil/spieler/45004
£36.00m,£40.50m,None,FC Barcelona,G. Bordeaux,Corinthians,/malcom/profil/spieler/323704
£900k,£1.80m,None,Bournemouth,Sounders FC,Bournemouth,/brad-smith/profil/spieler/175745
£360k,£540k,None,Sounders FC,Tacoma Defiance,Sounders FC,/saad-abdul-salaam/profil/spieler/270532
£1.35m,£1.98m,None,Fulham,Standard Liège,KV Mechelen,/ibrahima-cisse/profil/spieler/160380
£270k,£270k,None,Wigan,Leyton Orient,Colchester Utd.,/gavin-massey/profil/spieler/148258
£12.60m,£12.60m,None,RB Leipzig,RB Salzburg,FC Liefering,/konrad-laimer/profil/spieler/223967
£720k,£900k,None,Krasnodar,Enisey,Krasnodar,/aleksey-gritsaenko/profil/spieler/379634
£450k,£450k,None,Krasnodar 2,Krasnodar II,Akad. Krasnodar,/artem-golubev/profil/spieler/375663
£675k,£675k,None,Colorado,Wolves,Leyton Orient,/jack-price/profil/spieler/129062
0,0,None,Rotherham,Accrington,Rotherham,/michael-ihiekwe/profil/spieler/145923
£1.80m,£1.80m,None,Heracles Almelo,Villarreal CF B,RCD Espanyol B,/adrian-dalmau/profil/spieler/288228
£22.50m,£22.50m,None,Inter,Fiorentina,FC Empoli,/matias-vecino/profil/spieler/143812
£9.00m,£9.00m,None,Levante,Újpest FC,Prespa Birlik,/enis-bardhi/profil/spieler/245014
£180k,£2.70m,None,Real Zaragoza,Rayo Vallecano,Villarreal,/chechu-dorado/profil/spieler/70898
£9.00m,£10.80m,None,Real Sociedad,Newcastle,Bor. Dortmund,/mikel-merino/profil/spieler/338424
£450k,£720k,None,SV Darmstadt 98,VfL Bochum,Greuther Fürth,/johannes-wurtz/profil/spieler/93926
£3.15m,£3.15m,None,Boca Juniors,Deportes Tolima,Tolima U20,/sebastian-villa/profil/spieler/493000
£90k,£900k,None,MSV Duisburg,SC Paderborn,White Star,/michael-ratajczak/profil/spieler/1257
£540k,£2.25m,None,Alanyaspor,Antalyaspor,Samsunspor,/mbilla-etame/profil/spieler/78798
£1.80m,£1.80m,None,Bolton,Notts County,Bolton,/josh-vela/profil/spieler/173804
£2.70m,£3.60m,None,Loko Moscow,Kuban Krasnodar,Krasnodar,/vladislav-ignatjev/profil/spieler/51897
£2.25m,£2.25m,None,BJ Renhe,Shabab Dubai,Al-Ahli (UAE),/makhete-diop/profil/spieler/124757
£180k,£495k,None,Aldosivi,Villa Dálmine,CA Temperley,/leandro-sapetti/profil/spieler/149486
£540k,£1.35m,None,Konyaspor,Basaksehir,Orduspor,/ferhat-oztorun/profil/spieler/37839
