player,lastname,team,team_clas,league,team_country,player_link_tm,player_link_ws,team_ws_link,team_tm_link
Josete,Josete,Lugo,Above 200,La Liga 2 (SPA),SPA,/josete/profil/spieler/77037,/Players/280137/Show/Josete,/Teams/3873/Show/Spain-Lugo,/cd-lugo/startseite/verein/11000
Sergio Gil,Gil,Lugo,Above 200,La Liga 2 (SPA),SPA,/sergio-gil/profil/spieler/255994,/Players/255506/Show/Sergio-Gil,/Teams/3873/Show/Spain-Lugo,/cd-lugo/startseite/verein/11000
Giorgi Aburjania,Aburjania,Lugo,Above 200,La Liga 2 (SPA),SPA,/giorgi-aburjania/profil/spieler/186848,/Players/144360/Show/Giorgi-Aburjania,/Teams/3873/Show/Spain-Lugo,/cd-lugo/startseite/verein/11000
Juan Muñiz,Muñiz,Lugo,Above 200,La Liga 2 (SPA),SPA,/juan-muniz/profil/spieler/85357,/Players/55294/Show/Juan-Muñiz,/Teams/3873/Show/Spain-Lugo,/cd-lugo/startseite/verein/11000
Eduard Campabadal,Campabadal,Lugo,Above 200,La Liga 2 (SPA),SPA,/edu-campabadal/profil/spieler/126722,/Players/124531/Show/Eduard-Campabadal,/Teams/3873/Show/Spain-Lugo,/cd-lugo/startseite/verein/11000
Carlos Pita,Pita,Lugo,Above 200,La Liga 2 (SPA),SPA,/carlos-pita/profil/spieler/34566,/Players/10199/Show/Carlos-Pita,/Teams/3873/Show/Spain-Lugo,/cd-lugo/startseite/verein/11000
Manu Barreiro,Barreiro,Lugo,Above 200,La Liga 2 (SPA),SPA,/manu-barreiro/profil/spieler/72484,/Players/329852/Show/Manu-Barreiro,/Teams/3873/Show/Spain-Lugo,/cd-lugo/startseite/verein/11000
Enzo Zidane,Zidane,Rayo Majadahonda,Above 200,La Liga 2 (SPA),SPA,/enzo-zidane/profil/spieler/106825,/Players/276481/Show/Enzo-Zidane,/Teams/8293/Show/Spain-Rayo-Majadahonda,/cf-rayo-majadahonda/startseite/verein/13702
Dani Romera,Romera,Rayo Majadahonda,Above 200,La Liga 2 (SPA),SPA,/dani-romera/profil/spieler/271451,/Players/140561/Show/Dani-Romera,/Teams/8293/Show/Spain-Rayo-Majadahonda,/cf-rayo-majadahonda/startseite/verein/13702
Héctor Verdés,Verdés,Rayo Majadahonda,Above 200,La Liga 2 (SPA),SPA,/hector-verdes/profil/spieler/57954,/Players/140990/Show/Héctor-Verdés,/Teams/8293/Show/Spain-Rayo-Majadahonda,/cf-rayo-majadahonda/startseite/verein/13702
Kevin Trapp,Trapp,Eintracht Frankfurt,Top 50,Bundesliga (GER),GER,/kevin-trapp/profil/spieler/45672,/Players/66424/Show/Kevin-Trapp,/Teams/45/Show/Germany-Eintracht-Frankfurt,/eintracht-frankfurt/startseite/verein/24
Jonathan de Guzmán,Guzmán,Eintracht Frankfurt,Top 50,Bundesliga (GER),GER,/jonathan-de-guzman/profil/spieler/31067,/Players/19087/Show/Jonathan-de-Guzmán,/Teams/45/Show/Germany-Eintracht-Frankfurt,/eintracht-frankfurt/startseite/verein/24
Martin Hinteregger,Hinteregger,Eintracht Frankfurt,Top 50,Bundesliga (GER),GER,/martin-hinteregger/profil/spieler/85789,/Players/83659/Show/Martin-Hinteregger,/Teams/45/Show/Germany-Eintracht-Frankfurt,/eintracht-frankfurt/startseite/verein/24
Taleb Tawatha,Tawatha,Eintracht Frankfurt,Top 50,Bundesliga (GER),GER,/taleb-tawatha/profil/spieler/60761,/Players/79522/Show/Taleb-Tawatha,/Teams/45/Show/Germany-Eintracht-Frankfurt,/eintracht-frankfurt/startseite/verein/24
Frederik Rönnow,Rönnow,Eintracht Frankfurt,Top 50,Bundesliga (GER),GER,/frederik-ronnow/profil/spieler/107775,/Players/81842/Show/Frederik-Rönnow,/Teams/45/Show/Germany-Eintracht-Frankfurt,/eintracht-frankfurt/startseite/verein/24
Lucas Torró,Torró,Eintracht Frankfurt,Top 50,Bundesliga (GER),GER,/lucas-torro/profil/spieler/213670,/Players/249960/Show/Lucas-Torró,/Teams/45/Show/Germany-Eintracht-Frankfurt,/eintracht-frankfurt/startseite/verein/24
Almamy Touré,Touré,Eintracht Frankfurt,Top 50,Bundesliga (GER),GER,/almamy-toure/profil/spieler/216181,/Players/262262/Show/Almamy-Touré,/Teams/45/Show/Germany-Eintracht-Frankfurt,/eintracht-frankfurt/startseite/verein/24
Sebastian Rode,Rode,Eintracht Frankfurt,Top 50,Bundesliga (GER),GER,/sebastian-rode/profil/spieler/44466,/Players/65581/Show/Sebastian-Rode,/Teams/45/Show/Germany-Eintracht-Frankfurt,/eintracht-frankfurt/startseite/verein/24
Kerem Demirbay,Demirbay,Hoffenheim,Top 150,Bundesliga (GER),GER,/kerem-demirbay/profil/spieler/125858,/Players/115166/Show/Kerem-Demirbay,/Teams/1211/Show/Germany-Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533
Ishak Belfodil,Belfodil,Hoffenheim,Top 150,Bundesliga (GER),GER,/ishak-belfodil/profil/spieler/111039,/Players/78970/Show/Ishak-Belfodil,/Teams/1211/Show/Germany-Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533
Andrej Kramaric,Kramaric,Hoffenheim,Top 150,Bundesliga (GER),GER,/andrej-kramaric/profil/spieler/46580,/Players/75217/Show/Andrej-Kramaric,/Teams/1211/Show/Germany-Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533
Benjamin Hübner,Hübner,Hoffenheim,Top 150,Bundesliga (GER),GER,/benjamin-hubner/profil/spieler/52348,/Players/133346/Show/Benjamin-Hübner,/Teams/1211/Show/Germany-Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533
Joshua Brenet,Brenet,Hoffenheim,Top 150,Bundesliga (GER),GER,/joshua-brenet/profil/spieler/207006,/Players/119741/Show/Joshua-Brenet,/Teams/1211/Show/Germany-Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533
Stefan Posch,Posch,Hoffenheim,Top 150,Bundesliga (GER),GER,/stefan-posch/profil/spieler/223974,/Players/333741/Show/Stefan-Posch,/Teams/1211/Show/Germany-Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533
Oliver Baumann,Baumann,Hoffenheim,Top 150,Bundesliga (GER),GER,/oliver-baumann/profil/spieler/55089,/Players/77440/Show/Oliver-Baumann,/Teams/1211/Show/Germany-Hoffenheim,/tsg-1899-hoffenheim/startseite/verein/533
Bulent Cevahir,Cevahir,Yeni Malatyaspor,Above 200,Super Lig (TUR),TUR,/bulent-cevahir/profil/spieler/147518,/Players/86029/Show/Bulent-Cevahir,/Teams/5732/Show/Turkey-Yeni-Malatyaspor,/yeni-malatyaspor/startseite/verein/19789
Ahmed Ildiz,Ildiz,Yeni Malatyaspor,Above 200,Super Lig (TUR),TUR,/ahmed-ildiz/profil/spieler/226169,/Players/329387/Show/Ahmed-Ildiz,/Teams/5732/Show/Turkey-Yeni-Malatyaspor,/yeni-malatyaspor/startseite/verein/19789
Arturo Mina,Mina,Yeni Malatyaspor,Above 200,Super Lig (TUR),TUR,/arturo-mina/profil/spieler/263628,/Players/282783/Show/Arturo-Mina,/Teams/5732/Show/Turkey-Yeni-Malatyaspor,/yeni-malatyaspor/startseite/verein/19789
Mustafa Akbas,Akbas,Yeni Malatyaspor,Above 200,Super Lig (TUR),TUR,/mustafa-akbas/profil/spieler/98113,/Players/119536/Show/Mustafa-Akbas,/Teams/5732/Show/Turkey-Yeni-Malatyaspor,/yeni-malatyaspor/startseite/verein/19789
Issam Chebake,Chebake,Yeni Malatyaspor,Above 200,Super Lig (TUR),TUR,/issam-chebake/profil/spieler/332049,/Players/236526/Show/Issam-Chebake,/Teams/5732/Show/Turkey-Yeni-Malatyaspor,/yeni-malatyaspor/startseite/verein/19789
Murat Yildirim,Yildirim,Yeni Malatyaspor,Above 200,Super Lig (TUR),TUR,/murat-yildirim/profil/spieler/35530,/Players/81421/Show/Murat-Yildirim,/Teams/5732/Show/Turkey-Yeni-Malatyaspor,/yeni-malatyaspor/startseite/verein/19789
Ömer Sismanoglu,Sismanoglu,Yeni Malatyaspor,Above 200,Super Lig (TUR),TUR,/omer-sismanoglu/profil/spieler/50774,/Players/43690/Show/Ömer-Sismanoglu,/Teams/5732/Show/Turkey-Yeni-Malatyaspor,/yeni-malatyaspor/startseite/verein/19789
Juan Aguilera,Aguilera,SD Huesca,Above 200,La Liga (SPA),SPA,/juan-aguilera/profil/spieler/75820,/Players/363482/Show/Juan-Aguilera,/Teams/5006/Show/Spain-SD-Huesca,/sd-huesca/startseite/verein/5358
Jorge Pulido,Pulido,SD Huesca,Above 200,La Liga (SPA),SPA,/jorge-pulido/profil/spieler/67546,/Players/93655/Show/Jorge-Pulido,/Teams/5006/Show/Spain-SD-Huesca,/sd-huesca/startseite/verein/5358
Carlos Akapo,Akapo,SD Huesca,Above 200,La Liga (SPA),SPA,/carlos-akapo/profil/spieler/225015,/Players/139639/Show/Carlos-Akapo,/Teams/5006/Show/Spain-SD-Huesca,/sd-huesca/startseite/verein/5358
Javi Galán,Galán,SD Huesca,Above 200,La Liga (SPA),SPA,/javi-galan/profil/spieler/448628,/Players/369497/Show/Javi-Galán,/Teams/5006/Show/Spain-SD-Huesca,/sd-huesca/startseite/verein/5358
Moreno Rutten,Rutten,VVV-Venlo,Above 200,Eredivise (NET),NET,/moreno-rutten/profil/spieler/187296,/Players/343313/Show/Moreno-Rutten,/Teams/765/Show/Netherlands-VVV-Venlo,/vvv-venlo/startseite/verein/1426
Sem Steijn,Steijn,VVV-Venlo,Above 200,Eredivise (NET),NET,/sem-steijn/profil/spieler/593519,/Players/361794/Show/Sem-Steijn,/Teams/765/Show/Netherlands-VVV-Venlo,/vvv-venlo/startseite/verein/1426
Nils Röseler,Röseler,VVV-Venlo,Above 200,Eredivise (NET),NET,/nils-roseler/profil/spieler/47740,/Players/96638/Show/Nils-Röseler,/Teams/765/Show/Netherlands-VVV-Venlo,/vvv-venlo/startseite/verein/1426
Tristan Dekker,Dekker,VVV-Venlo,Above 200,Eredivise (NET),NET,/tristan-dekker/profil/spieler/315124,/Players/343311/Show/Tristan-Dekker,/Teams/765/Show/Netherlands-VVV-Venlo,/vvv-venlo/startseite/verein/1426
Delano van Crooij,Crooij,VVV-Venlo,Above 200,Eredivise (NET),NET,/delano-van-crooij/profil/spieler/159143,/Players/285951/Show/Delano-van-Crooij,/Teams/765/Show/Netherlands-VVV-Venlo,/vvv-venlo/startseite/verein/1426
Jay-Roy Grot,Grot,VVV-Venlo,Above 200,Eredivise (NET),NET,/jay-roy-grot/profil/spieler/360517,/Players/290847/Show/Jay-Roy-Grot,/Teams/765/Show/Netherlands-VVV-Venlo,/vvv-venlo/startseite/verein/1426
Jeff Attinella,Attinella,Portland Timbers,Above 200,MLS (USA),USA,/jeff-attinella/profil/spieler/179323,/Players/126946/Show/Jeff-Attinella,/Teams/11133/Show/USA-Portland-Timbers,/portland-timbers/startseite/verein/4291
Dairon Asprilla,Asprilla,Portland Timbers,Above 200,MLS (USA),USA,/dairon-asprilla/profil/spieler/260381,/Players/270806/Show/Dairon-Asprilla,/Teams/11133/Show/USA-Portland-Timbers,/portland-timbers/startseite/verein/4291
Lucas Melano,Melano,Portland Timbers,Above 200,MLS (USA),USA,/lucas-melano/profil/spieler/220753,/Players/125583/Show/Lucas-Melano,/Teams/11133/Show/USA-Portland-Timbers,/portland-timbers/startseite/verein/4291
László Bénes,Bénes,Holstein Kiel,Above 200,Bundesliga 2 (GER),GER,/laszlo-benes/profil/spieler/243188,/Players/330780/Show/László-Bénes,/Teams/1206/Show/Germany-Holstein-Kiel,/holstein-kiel/startseite/verein/269
Aaron Seydel,Seydel,Holstein Kiel,Above 200,Bundesliga 2 (GER),GER,/aaron-seydel/profil/spieler/187499,/Players/330791/Show/Aaron-Seydel,/Teams/1206/Show/Germany-Holstein-Kiel,/holstein-kiel/startseite/verein/269
Yann Bisseck,Bisseck,Holstein Kiel,Above 200,Bundesliga 2 (GER),GER,/yann-aurel-bisseck/profil/spieler/441986,/Players/349126/Show/Yann-Bisseck,/Teams/1206/Show/Germany-Holstein-Kiel,/holstein-kiel/startseite/verein/269
Jannik Dehm,Dehm,Holstein Kiel,Above 200,Bundesliga 2 (GER),GER,/jannik-dehm/profil/spieler/211671,/Players/254511/Show/Jannik-Dehm,/Teams/1206/Show/Germany-Holstein-Kiel,/holstein-kiel/startseite/verein/269
Dominik Reimann,Reimann,Holstein Kiel,Above 200,Bundesliga 2 (GER),GER,/dominik-reimann/profil/spieler/238722,/Players/278124/Show/Dominik-Reimann,/Teams/1206/Show/Germany-Holstein-Kiel,/holstein-kiel/startseite/verein/269
Franck Evina,Evina,Holstein Kiel,Above 200,Bundesliga 2 (GER),GER,/franck-evina/profil/spieler/336331,/Players/356566/Show/Franck-Evina,/Teams/1206/Show/Germany-Holstein-Kiel,/holstein-kiel/startseite/verein/269
Johannes van den Bergh,Bergh,Holstein Kiel,Above 200,Bundesliga 2 (GER),GER,/johannes-van-den-bergh/profil/spieler/31218,/Players/22017/Show/Johannes-van-den-Bergh,/Teams/1206/Show/Germany-Holstein-Kiel,/holstein-kiel/startseite/verein/269
Mário Rui,Rui,Napoli,Top 50,Serie A (ITA),ITA,/mario-rui/profil/spieler/87884,/Players/106931/Show/Mário-Rui,/Teams/276/Show/Italy-Napoli,/ssc-neapel/startseite/verein/6195
Raúl Albiol,Albiol,Napoli,Top 50,Serie A (ITA),ITA,/raul-albiol/profil/spieler/15452,/Players/12575/Show/Raúl-Albiol,/Teams/276/Show/Italy-Napoli,/ssc-neapel/startseite/verein/6195
Vlad Chiriches,Chiriches,Napoli,Top 50,Serie A (ITA),ITA,/vlad-chiriches/profil/spieler/123261,/Players/76921/Show/Vlad-Chiriches,/Teams/276/Show/Italy-Napoli,/ssc-neapel/startseite/verein/6195
Fabián Ruiz,Ruiz,Napoli,Top 50,Serie A (ITA),ITA,/fabian-ruiz/profil/spieler/350219,/Players/294193/Show/Fabián-Ruiz,/Teams/276/Show/Italy-Napoli,/ssc-neapel/startseite/verein/6195
Alex Meret,Meret,Napoli,Top 50,Serie A (ITA),ITA,/alex-meret/profil/spieler/240414,/Players/241022/Show/Alex-Meret,/Teams/276/Show/Italy-Napoli,/ssc-neapel/startseite/verein/6195
Amin Younes,Younes,Napoli,Top 50,Serie A (ITA),ITA,/amin-younes/profil/spieler/96167,/Players/112210/Show/Amin-Younes,/Teams/276/Show/Italy-Napoli,/ssc-neapel/startseite/verein/6195
Arkadiusz Milik,Milik,Napoli,Top 50,Serie A (ITA),ITA,/arkadiusz-milik/profil/spieler/191891,/Players/104257/Show/Arkadiusz-Milik,/Teams/276/Show/Italy-Napoli,/ssc-neapel/startseite/verein/6195
Terence Kongolo,Kongolo,Huddersfield,Above 200,Premier League (ENG),ENG,/terence-kongolo/profil/spieler/152651,/Players/109117/Show/Terence-Kongolo,/Teams/166/Show/England-Huddersfield,/huddersfield-town/startseite/verein/1110
Chris Löwe,Löwe,Huddersfield,Above 200,Premier League (ENG),ENG,/chris-lowe/profil/spieler/55125,/Players/101664/Show/Chris-Löwe,/Teams/166/Show/England-Huddersfield,/huddersfield-town/startseite/verein/1110
Jason Puncheon,Puncheon,Huddersfield,Above 200,Premier League (ENG),ENG,/jason-puncheon/profil/spieler/47995,/Players/9156/Show/Jason-Puncheon,/Teams/166/Show/England-Huddersfield,/huddersfield-town/startseite/verein/1110
Zanka,Zanka,Huddersfield,Above 200,Premier League (ENG),ENG,/zanka/profil/spieler/52059,/Players/29026/Show/Zanka,/Teams/166/Show/England-Huddersfield,/huddersfield-town/startseite/verein/1110
Abdelhamid Sabiri,Sabiri,Huddersfield,Above 200,Premier League (ENG),ENG,/abdelhamid-sabiri/profil/spieler/340394,/Players/333255/Show/Abdelhamid-Sabiri,/Teams/166/Show/England-Huddersfield,/huddersfield-town/startseite/verein/1110
Erik Durm,Durm,Huddersfield,Above 200,Premier League (ENG),ENG,/erik-durm/profil/spieler/93922,/Players/115165/Show/Erik-Durm,/Teams/166/Show/England-Huddersfield,/huddersfield-town/startseite/verein/1110
Laurent Depoitre,Depoitre,Huddersfield,Above 200,Premier League (ENG),ENG,/laurent-depoitre/profil/spieler/90583,/Players/106880/Show/Laurent-Depoitre,/Teams/166/Show/England-Huddersfield,/huddersfield-town/startseite/verein/1110
Pavel Yakovlev,Yakovlev,Krylya Sovetov Samara,Above 200,Premier Liga (RUS),RUS,/pavel-yakovlev/profil/spieler/63170,/Players/75823/Show/Pavel-Yakovlev,/Teams/997/Show/Russia-Krylya-Sovetov-Samara,/krylya-sovetov-samara/startseite/verein/2696
Aleksandr Samedov,Samedov,Krylya Sovetov Samara,Above 200,Premier Liga (RUS),RUS,/aleksandr-samedov/profil/spieler/15076,/Players/7181/Show/Aleksandr-Samedov,/Teams/997/Show/Russia-Krylya-Sovetov-Samara,/krylya-sovetov-samara/startseite/verein/2696
Georgi Zotov,Zotov,Krylya Sovetov Samara,Above 200,Premier Liga (RUS),RUS,/georgi-zotov/profil/spieler/113235,/Players/285533/Show/Georgi-Zotov,/Teams/997/Show/Russia-Krylya-Sovetov-Samara,/krylya-sovetov-samara/startseite/verein/2696
Vanja Vucicevic,Vucicevic,Krylya Sovetov Samara,Above 200,Premier Liga (RUS),RUS,/vanja-vucicevic/profil/spieler/423612,/Players/363525/Show/Vanja-Vucicevic,/Teams/997/Show/Russia-Krylya-Sovetov-Samara,/krylya-sovetov-samara/startseite/verein/2696
Vladimir Poluyakhtov,Poluyakhtov,Krylya Sovetov Samara,Above 200,Premier Liga (RUS),RUS,/vladimir-poluyakhtov/profil/spieler/58429,/Players/248219/Show/Vladimir-Poluyakhtov,/Teams/997/Show/Russia-Krylya-Sovetov-Samara,/krylya-sovetov-samara/startseite/verein/2696
Nicola Sansone,Sansone,Bologna,Above 200,Serie A (ITA),ITA,/nicola-sansone/profil/spieler/82048,/Players/83651/Show/Nicola-Sansone,/Teams/71/Show/Italy-Bologna,/fc-bologna/startseite/verein/1025
Arturo Calabresi,Calabresi,Bologna,Above 200,Serie A (ITA),ITA,/arturo-calabresi/profil/spieler/240897,/Players/243919/Show/Arturo-Calabresi,/Teams/71/Show/Italy-Bologna,/fc-bologna/startseite/verein/1025
Mitchell Dijks,Dijks,Bologna,Above 200,Serie A (ITA),ITA,/mitchell-dijks/profil/spieler/187245,/Players/115574/Show/Mitchell-Dijks,/Teams/71/Show/Italy-Bologna,/fc-bologna/startseite/verein/1025
Erick Pulgar,Pulgar,Bologna,Above 200,Serie A (ITA),ITA,/erick-pulgar/profil/spieler/215616,/Players/117055/Show/Erick-Pulgar,/Teams/71/Show/Italy-Bologna,/fc-bologna/startseite/verein/1025
Lyanco,Lyanco,Bologna,Above 200,Serie A (ITA),ITA,/lyanco/profil/spieler/379807,/Players/284115/Show/Lyanco,/Teams/71/Show/Italy-Bologna,/fc-bologna/startseite/verein/1025
Federico Mattiello,Mattiello,Bologna,Above 200,Serie A (ITA),ITA,/federico-mattiello/profil/spieler/200194,/Players/143992/Show/Federico-Mattiello,/Teams/71/Show/Italy-Bologna,/fc-bologna/startseite/verein/1025
Jan-Ingwer Callsen-Bracker,Callsen-Bracker,Augsburg,Above 200,Bundesliga (GER),GER,/jan-ingwer-callsen-bracker/profil/spieler/3851,/Players/6577/Show/Jan-Ingwer-Callsen-Bracker,/Teams/1730/Show/Germany-Augsburg,/fc-augsburg/startseite/verein/167
Rani Khedira,Khedira,Augsburg,Above 200,Bundesliga (GER),GER,/rani-khedira/profil/spieler/124410,/Players/110266/Show/Rani-Khedira,/Teams/1730/Show/Germany-Augsburg,/fc-augsburg/startseite/verein/167
Jan Morávek,Morávek,Augsburg,Above 200,Bundesliga (GER),GER,/jan-moravek/profil/spieler/63022,/Players/36018/Show/Jan-Morávek,/Teams/1730/Show/Germany-Augsburg,/fc-augsburg/startseite/verein/167
Dong-Won Ji,Ji,Augsburg,Above 200,Bundesliga (GER),GER,/dong-won-ji/profil/spieler/164265,/Players/96084/Show/Dong-Won-Ji,/Teams/1730/Show/Germany-Augsburg,/fc-augsburg/startseite/verein/167
Daniel Baier,Baier,Augsburg,Above 200,Bundesliga (GER),GER,/daniel-baier/profil/spieler/4018,/Players/5763/Show/Daniel-Baier,/Teams/1730/Show/Germany-Augsburg,/fc-augsburg/startseite/verein/167
Raphael Framberger,Framberger,Augsburg,Above 200,Bundesliga (GER),GER,/raphael-framberger/profil/spieler/146163,/Players/135089/Show/Raphael-Framberger,/Teams/1730/Show/Germany-Augsburg,/fc-augsburg/startseite/verein/167
Clément Lenglet,Lenglet,Barcelona,Top 10,La Liga (SPA),SPA,/clement-lenglet/profil/spieler/182904,/Players/236511/Show/Clément-Lenglet,/Teams/65/Show/Spain-Barcelona,/fc-barcelona/startseite/verein/131
Lionel Messi,Messi,Barcelona,Top 10,La Liga (SPA),SPA,/lionel-messi/profil/spieler/28003,/Players/11119/Show/Lionel-Messi,/Teams/65/Show/Spain-Barcelona,/fc-barcelona/startseite/verein/131
Marc-André ter Stegen,Stegen,Barcelona,Top 10,La Liga (SPA),SPA,/marc-andre-ter-stegen/profil/spieler/74857,/Players/80774/Show/Marc-André-ter-Stegen,/Teams/65/Show/Spain-Barcelona,/fc-barcelona/startseite/verein/131
Arthur,Arthur,Barcelona,Top 10,La Liga (SPA),SPA,/arthur/profil/spieler/362842,/Players/284114/Show/Arthur,/Teams/65/Show/Spain-Barcelona,/fc-barcelona/startseite/verein/131
Nélson Semedo,Semedo,Barcelona,Top 10,La Liga (SPA),SPA,/nelson-semedo/profil/spieler/231572,/Players/296363/Show/Nélson-Semedo,/Teams/65/Show/Spain-Barcelona,/fc-barcelona/startseite/verein/131
Arturo Vidal,Vidal,Barcelona,Top 10,La Liga (SPA),SPA,/arturo-vidal/profil/spieler/37666,/Players/25008/Show/Arturo-Vidal,/Teams/65/Show/Spain-Barcelona,/fc-barcelona/startseite/verein/131
Malcom,Malcom,Barcelona,Top 10,La Liga (SPA),SPA,/malcom/profil/spieler/323704,/Players/146780/Show/Malcom,/Teams/65/Show/Spain-Barcelona,/fc-barcelona/startseite/verein/131
Yohan Croizet,Croizet,Sporting Kansas City,Above 200,MLS (USA),USA,/yohan-croizet/profil/spieler/195910,/Players/354096/Show/Yohan-Croizet,/Teams/1116/Show/USA-Sporting-Kansas-City,/sporting-kansas-city/startseite/verein/4284
Dániel Sallói,Sallói,Sporting Kansas City,Above 200,MLS (USA),USA,/daniel-salloi/profil/spieler/321946,/Players/313040/Show/Dániel-Sallói,/Teams/1116/Show/USA-Sporting-Kansas-City,/sporting-kansas-city/startseite/verein/4284
Gedion Zelalem,Zelalem,Sporting Kansas City,Above 200,MLS (USA),USA,/gedion-zelalem/profil/spieler/228370,/Players/135469/Show/Gedion-Zelalem,/Teams/1116/Show/USA-Sporting-Kansas-City,/sporting-kansas-city/startseite/verein/4284
Johnny Russell,Russell,Sporting Kansas City,Above 200,MLS (USA),USA,/johnny-russell/profil/spieler/55494,/Players/27687/Show/Johnny-Russell,/Teams/1116/Show/USA-Sporting-Kansas-City,/sporting-kansas-city/startseite/verein/4284
Roger Espinoza,Espinoza,Sporting Kansas City,Above 200,MLS (USA),USA,/roger-espinoza/profil/spieler/71096,/Players/39094/Show/Roger-Espinoza,/Teams/1116/Show/USA-Sporting-Kansas-City,/sporting-kansas-city/startseite/verein/4284
Seth Sinovic,Sinovic,Sporting Kansas City,Above 200,MLS (USA),USA,/seth-sinovic/profil/spieler/144959,/Players/85034/Show/Seth-Sinovic,/Teams/1116/Show/USA-Sporting-Kansas-City,/sporting-kansas-city/startseite/verein/4284
Kelyn Rowe,Rowe,Sporting Kansas City,Above 200,MLS (USA),USA,/kelyn-rowe/profil/spieler/183118,/Players/111954/Show/Kelyn-Rowe,/Teams/1116/Show/USA-Sporting-Kansas-City,/sporting-kansas-city/startseite/verein/4284
Calogero Rizzuto,Rizzuto,Erzgebirge Aue,Above 200,Bundesliga 2 (GER),GER,/calogero-rizzuto/profil/spieler/93753,/Players/285942/Show/Calogero-Rizzuto,/Teams/813/Show/Germany-Erzgebirge-Aue,/fc-erzgebirge-aue/startseite/verein/94
Florian Krüger,Krüger,Erzgebirge Aue,Above 200,Bundesliga 2 (GER),GER,/florian-kruger/profil/spieler/317740,/Players/366865/Show/Florian-Krüger,/Teams/813/Show/Germany-Erzgebirge-Aue,/fc-erzgebirge-aue/startseite/verein/94
Jan Kral,Kral,Erzgebirge Aue,Above 200,Bundesliga 2 (GER),GER,/jan-kral/profil/spieler/358132,/Players/369967/Show/Jan-Kral,/Teams/813/Show/Germany-Erzgebirge-Aue,/fc-erzgebirge-aue/startseite/verein/94
Emmanuel Iyoha,Iyoha,Erzgebirge Aue,Above 200,Bundesliga 2 (GER),GER,/emmanuel-iyoha/profil/spieler/314245,/Players/298413/Show/Emmanuel-Iyoha,/Teams/813/Show/Germany-Erzgebirge-Aue,/fc-erzgebirge-aue/startseite/verein/94
Filip Kusic,Kusic,Erzgebirge Aue,Above 200,Bundesliga 2 (GER),GER,/filip-kusic/profil/spieler/217285,/Players/349889/Show/Filip-Kusic,/Teams/813/Show/Germany-Erzgebirge-Aue,/fc-erzgebirge-aue/startseite/verein/94
Pascal Testroet,Testroet,Erzgebirge Aue,Above 200,Bundesliga 2 (GER),GER,/pascal-testroet/profil/spieler/53521,/Players/65533/Show/Pascal-Testroet,/Teams/813/Show/Germany-Erzgebirge-Aue,/fc-erzgebirge-aue/startseite/verein/94
Darron Gibson,Gibson,Wigan,Above 200,Championship (ENG),ENG,/darron-gibson/profil/spieler/42413,/Players/30395/Show/Darron-Gibson,/Teams/194/Show/England-Wigan,/wigan-athletic/startseite/verein/1071
Nathan Byrne,Byrne,Wigan,Above 200,Championship (ENG),ENG,/nathan-byrne/profil/spieler/121276,/Players/90909/Show/Nathan-Byrne,/Teams/194/Show/England-Wigan,/wigan-athletic/startseite/verein/1071
Cheyenne Dunkley,Dunkley,Wigan,Above 200,Championship (ENG),ENG,/chey-dunkley/profil/spieler/217094,/Players/138779/Show/Cheyenne-Dunkley,/Teams/194/Show/England-Wigan,/wigan-athletic/startseite/verein/1071
Christian Walton,Walton,Wigan,Above 200,Championship (ENG),ENG,/christian-walton/profil/spieler/208379,/Players/140906/Show/Christian-Walton,/Teams/194/Show/England-Wigan,/wigan-athletic/startseite/verein/1071
Gavin Massey,Massey,Wigan,Above 200,Championship (ENG),ENG,/gavin-massey/profil/spieler/148258,/Players/302850/Show/Gavin-Massey,/Teams/194/Show/England-Wigan,/wigan-athletic/startseite/verein/1071
Serhiy Rybalka,Rybalka,Sivasspor,Above 200,Super Lig (TUR),TUR,/serhii-rybalka/profil/spieler/81649,/Players/99460/Show/Serhiy-Rybalka,/Teams/2003/Show/Turkey-Sivasspor,/sivasspor/startseite/verein/2381
Fousseni Diabaté,Diabaté,Sivasspor,Above 200,Super Lig (TUR),TUR,/fousseni-diabate/profil/spieler/364861,/Players/332135/Show/Fousseni-Diabaté,/Teams/2003/Show/Turkey-Sivasspor,/sivasspor/startseite/verein/2381
Mert Yandas,Yandas,Sivasspor,Above 200,Super Lig (TUR),TUR,/mert-hakan-yandas/profil/spieler/306462,/Players/343332/Show/Mert-Yandas,/Teams/2003/Show/Turkey-Sivasspor,/sivasspor/startseite/verein/2381
Mattias Bjärsmyr,Bjärsmyr,Sivasspor,Above 200,Super Lig (TUR),TUR,/mattias-bjarsmyr/profil/spieler/30386,/Players/14297/Show/Mattias-Bjärsmyr,/Teams/2003/Show/Turkey-Sivasspor,/sivasspor/startseite/verein/2381
Özer Hurmaci,Hurmaci,Sivasspor,Above 200,Super Lig (TUR),TUR,/ozer-hurmaci/profil/spieler/45004,/Players/142610/Show/Özer-Hurmaci,/Teams/2003/Show/Turkey-Sivasspor,/sivasspor/startseite/verein/2381
