name,position,height,weight,team,pos_def,pref_side,sides
José Luis Palomino,Defender (Centre),190.0,78.0,Atalanta,Defender,Centre,1
Nathaniel Clyne,Defender (Right),175.0,67.0,Bournemouth,Defender,Right,1
Francesco Acerbi,Defender (Centre),192.0,88.0,Lazio,Defender,Centre,1
Tim Chow,Midfielder (Centre),180.0,72.0,Henan Jianye,Midfielder,Centre,1
Cole Skuse,Defensive Midfielder (C),185.0,72.0,Ipswich,Defensive Midfielder,None,1
Daniel Lasure,Defender,176.0,72.0,Real Zaragoza,Defender,None,1
Sergi Palencia,Defender (Right),172.0,69.0,Bordeaux,Defender,Right,1
Kevin Vázquez,Defender,173.0,72.0,Celta Vigo,Defender,None,1
Raphael Framberger,Defender (Right),179.0,73.0,Augsburg,Defender,Right,1
Anton Belov,Defender,191.0,81.0,Anzhi Makhachkala,Defender,None,1
Nélson Semedo,Defender (Right),177.0,67.0,Barcelona,Defender,Right,1
André-Frank Zambo Anguissa,Defensive Midfielder (C),184.0,78.0,Fulham,Defensive Midfielder,None,1
Marc-Aurèle Caillard,Goalkeeper,191.0,87.0,Guingamp,Goalkeeper,None,1
Arturo Vidal,Midfielder (Centre),180.0,75.0,Barcelona,Midfielder,Centre,1
Luciano Abecasis,Defender (Right),175.0,73.0,Godoy Cruz,Defender,Right,1
Alexis Maldonado,Defender (Centre),188.0,86.0,Banfield,Defender,Centre,1
Filip Kusic,Defender (Centre),187.0,78.0,Erzgebirge Aue,Defender,Centre,1
Laurent Depoitre,Forward,191.0,91.0,Huddersfield,Forward,None,1
Michel Vorm,Goalkeeper,183.0,84.0,Tottenham,Goalkeeper,None,1
Theodor Gebre Selassie,"Defender (Left, Right)",181.0,71.0,Werder Bremen,Defender,Left,2
Vladimir Poluyakhtov,Defender (Left),180.0,78.0,Krylya Sovetov Samara,Defender,Left,1
Oussama Tannane,"Attacking Midfielder (Left, Right)",177.0,80.0,FC Utrecht,Midfielder,Left,2
Dusan Vlahovic,Forward,190.0,75.0,Fiorentina,Forward,None,1
Diego Lainez,Midfielder,167.0,58.0,Real Betis,Midfielder,None,1
Thomas Amilivia,Midfielder,178.0,75.0,Argentinos Juniors,Midfielder,None,1
Stefan Posch,Defender (Centre),188.0,76.0,Hoffenheim,Defender,Centre,1
Agustín Allione,"Attacking Midfielder (Centre, Left, Right)",169.0,69.0,Rosario Central,Midfielder,Centre,3
Romain Métanire,Defender (Right),178.0,72.0,Minnesota United,Defender,Right,1
Nahitan Nández,Defensive Midfielder (C),172.0,70.0,Boca Juniors,Defensive Midfielder,None,1
Jake Livermore,Defender (Centre),181.0,91.0,West Bromwich Albion,Defender,Centre,1
Paolo Goltz,Defender (Centre),183.0,80.0,Boca Juniors,Defender,Centre,1
Aleksandar Katai,"Attacking Midfielder (Centre, Left, Right)",182.0,70.0,Chicago Fire,Midfielder,Centre,3
Oumar Niasse,Forward,182.0,75.0,Cardiff,Forward,None,1
Aymen Barkok,Attacking Midfielder (Centre),188.0,75.0,Fortuna Duesseldorf,Midfielder,Centre,1
Filip Djuricic,"Attacking Midfielder (Centre, Left, Right)",176.0,69.0,Sassuolo,Midfielder,Centre,3
Klaus Gjasula,Defensive Midfielder (C),192.0,84.0,Paderborn,Defensive Midfielder,None,1
Benjamin Mendy,Defender (Left),185.0,85.0,ManCity,Defender,Left,1
Luciano Slagveer,Attacking Midfielder (Right),178.0,74.0,FC Emmen,Midfielder,Right,1
Marc Muniesa,"Defender (Centre, Left)",179.0,72.0,Girona,Defender,Centre,2
Lechii Sadulaev,Midfielder,178.0,65.0,FK Akhmat,Midfielder,None,1
Kenedy,Defender (Left),182.0,77.0,Newcastle United,Defender,Left,1
Melvyn Lorenzen,Attacking Midfielder (Left),188.0,86.0,ADO Den Haag,Midfielder,Left,1
Manu García,Defensive Midfielder (C),182.0,74.0,Deportivo Alaves,Defensive Midfielder,None,1
Leon Musaev,Midfielder,182.0,73.0,Zenit St. Petersburg,Midfielder,None,1
Denis Glushakov,Midfielder (Centre),182.0,80.0,Spartak Moscow,Midfielder,Centre,1
Tiago Mesquita,Defender (Right),178.0,77.0,Feirense,Defender,Right,1
Murat Yildirim,Midfielder (Centre),171.0,68.0,Yeni Malatyaspor,Midfielder,Centre,1
José Adolfo Valencia,Attacking Midfielder (Right),186.0,82.0,Feirense,Midfielder,Right,1
Filippo Costa,Midfielder (Left),175.0,70.0,SPAL 2013,Midfielder,Left,1
Marcel Schmelzer,"Defender (Centre, Left)",180.0,74.0,Borussia Dortmund,Defender,Centre,2
Jean-Kévin Augustin,Attacking Midfielder (Right),177.0,69.0,RasenBallsport Leipzig,Midfielder,Right,1
Cheikh M'Bengue,"Defender (Centre, Left)",182.0,79.0,Shenzhen FC,Defender,Centre,2
Jonathan Sandoval,Defender (Right),179.0,76.0,Argentinos Juniors,Defender,Right,1
Luciano Vietto,Attacking Midfielder (Right),174.0,69.0,Fulham,Midfielder,Right,1
Ivan Radovanovic,Defensive Midfielder (C),186.0,80.0,Genoa,Defensive Midfielder,None,1
Nicklas Pedersen,Forward,187.0,76.0,FC Emmen,Forward,None,1
Alfie Mawson,Defender (Centre),188.0,81.0,Fulham,Defender,Centre,1
Enzo Kalinski,Defensive Midfielder (C),182.0,73.0,Estudiantes,Defensive Midfielder,None,1
Reece Burke,"Defender (Centre, Right)",189.0,81.0,Hull,Defender,Centre,2
Yuri Nesterenko,Goalkeeper,189.0,85.0,FC Yenisey Krasnoyarsk,Goalkeeper,None,1
Daniel Bentley,Goalkeeper,188.0,72.0,Brentford,Goalkeeper,None,1
Manuel Fernandes,"Midfielder (Centre, Left)",176.0,75.0,Lokomotiv Moscow,Midfielder,Centre,2
Federico Marchetti,Goalkeeper,188.0,76.0,Genoa,Goalkeeper,None,1
Willian José,Forward,189.0,93.0,Real Sociedad,Forward,None,1
Elías Gómez,Defender (Left),180.0,82.0,Argentinos Juniors,Defender,Left,1
Manu Barreiro,Forward,191.0,81.0,Lugo,Forward,None,1
Oliver Norwood,Midfielder (Centre),180.0,75.0,Sheffield United,Midfielder,Centre,1
Eric Alexander,"Midfielder (Centre, Left, Right)",186.0,75.0,FC Cincinnati,Midfielder,Centre,3
Mevlüt Erdinc,Forward,181.0,85.0,Antalyaspor,Forward,None,1
Takashi Usami,"Attacking Midfielder (Left, Right)",178.0,77.0,Fortuna Duesseldorf,Midfielder,Left,2
Lucas Woudenberg,Defender (Left),186.0,70.0,SC Heerenveen,Defender,Left,1
Jonas Knudsen,"Defender (Centre, Left)",185.0,72.0,Ipswich,Defender,Centre,2
Caleb Stanko,Midfielder,180.0,81.0,FC Cincinnati,Midfielder,None,1
Carlos Ponck,Defender (Centre),183.0,84.0,Aves,Defender,Centre,1
Dairon Asprilla,"Attacking Midfielder (Left, Right)",178.0,70.0,Portland Timbers,Midfielder,Left,2
Lucas Moura,"Attacking Midfielder (Centre, Left, Right)",172.0,72.0,Tottenham,Midfielder,Centre,3
Andrew Surman,"Midfielder (Centre, Left)",178.0,73.0,Bournemouth,Midfielder,Centre,2
Robin Koch,Defender (Centre),192.0,85.0,Freiburg,Defender,Centre,1
Viktor Vasin,Defender (Centre),192.0,83.0,CSKA Moscow,Defender,Centre,1
Lucas Melano,"Attacking Midfielder (Left, Right)",170.0,71.0,Portland Timbers,Midfielder,Left,2
Grzegorz Krychowiak,Defender (Centre),186.0,83.0,Lokomotiv Moscow,Defender,Centre,1
Iago Herrerín,Goalkeeper,187.0,88.0,Athletic Bilbao,Goalkeeper,None,1
Mikhail Lysov,Defender (Left),182.0,72.0,Lokomotiv Moscow,Defender,Left,1
Ben Thompson,Attacking Midfielder (Centre),180.0,72.9825,Millwall,Midfielder,Centre,1
Joe Bryan,Defender (Left),170.0,72.0,Fulham,Defender,Left,1
Brian Rowe,Goalkeeper,183.0,84.0,Orlando City,Goalkeeper,None,1
Matt Crooks,Midfielder (Centre),183.0,72.0,Rotherham,Midfielder,Centre,1
Ömer Sismanoglu,Attacking Midfielder (Centre),186.0,77.0,Yeni Malatyaspor,Midfielder,Centre,1
Kirill Panchenko,"Attacking Midfielder (Centre, Left)",185.0,80.0,Dinamo Moscow,Midfielder,Centre,2
Delano van Crooij,Goalkeeper,185.0,75.0,VVV-Venlo,Goalkeeper,None,1
Hilal Ben Moussa,Defensive Midfielder (C),180.0,74.0,FC Emmen,Defensive Midfielder,None,1
Tyler Adams,"Midfielder (Centre, Right)",176.0,68.0,RasenBallsport Leipzig,Midfielder,Centre,2
Henk Veerman,Forward,201.0,90.0,St. Pauli,Forward,None,1
Hakan Özmert,Midfielder (Centre),178.0,76.0,Antalyaspor,Midfielder,Centre,1
Eric Remedi,Defensive Midfielder (C),169.0,72.0,Atlanta United,Defensive Midfielder,None,1
Aníbal Godoy,Defensive Midfielder (C),180.0,72.0,San Jose Earthquakes,Defensive Midfielder,None,1
Alper Potuk,"Attacking Midfielder (Centre, Left, Right)",181.0,70.0,Fenerbahce,Midfielder,Centre,3
Cristian Martínez,"Attacking Midfielder (Left, Right)",170.0,79.0,Chicago Fire,Midfielder,Left,2
Mihail Levashov,Goalkeeper,190.0,85.0,Arsenal Tula,Goalkeeper,None,1
Washington Camacho,"Midfielder (Centre, Left, Right)",177.0,73.0,Rosario Central,Midfielder,Centre,3
Yvon Mvogo,Goalkeeper,190.0,90.0,RasenBallsport Leipzig,Goalkeeper,None,1
Rafael Crivellaro,Attacking Midfielder (Centre),183.0,79.0,Feirense,Midfielder,Centre,1
Christopher Handke,Defender (Centre),191.0,85.0,Magdeburg,Defender,Centre,1
Jamilu Collins,Defender (Left),178.0,76.0,Paderborn,Defender,Left,1
Florian Baak,Defender,191.0,90.0,Hertha Berlin,Defender,None,1
Alex Akande,Forward,182.0,77.0,Dalian Yifang,Forward,None,1
Aytac Kara,Midfielder (Centre),188.0,81.0,Bursaspor,Midfielder,Centre,1
Özer Hurmaci,"Midfielder (Centre, Left, Right)",176.0,70.0,Sivasspor,Midfielder,Centre,3
Malcom,"Attacking Midfielder (Centre, Left, Right)",172.0,74.0,Barcelona,Midfielder,Centre,3
Brad Smith,Defender (Left),178.0,70.0,Seattle Sounders FC,Defender,Left,1
Saad Abdul-Salaam,Defender (Right),193.0,84.0,Seattle Sounders FC,Defender,Right,1
Ibrahima Cissé,Midfielder (Centre),184.0,82.0,Fulham,Midfielder,Centre,1
Gavin Massey,Attacking Midfielder (Right),177.0,80.0,Wigan,Midfielder,Right,1
Konrad Laimer,Defender (Right),180.0,72.0,RasenBallsport Leipzig,Defender,Right,1
Aleksey Gritsaenko,Defender (Centre),186.0,80.0,FC Yenisey Krasnoyarsk,Defender,Centre,1
Artem Golubev,Midfielder,181.0,70.0,FC Krasnodar,Midfielder,None,1
Jack Price,Defensive Midfielder (C),191.0,87.0,Colorado Rapids,Defensive Midfielder,None,1
Michael Ihiekwe,Defender (Centre),185.0,80.0,Rotherham,Defender,Centre,1
Adrián Dalmau,Forward,181.0,74.0,Heracles,Forward,None,1
Matías Vecino,Midfielder (Centre),187.0,81.0,Inter,Midfielder,Centre,1
Enis Bardhi,"Attacking Midfielder (Centre, Left)",172.0,67.0,Levante,Midfielder,Centre,2
Chechu Dorado,Defender (Centre),180.0,70.0,Real Zaragoza,Defender,Centre,1
Mikel Merino,Midfielder (Centre),188.0,83.0,Real Sociedad,Midfielder,Centre,1
Johannes Wurtz,Midfielder (Centre),182.0,76.0,Darmstadt,Midfielder,Centre,1
Sebastián Villa,Attacking Midfielder (Right),178.0,65.0,Boca Juniors,Midfielder,Right,1
Michael Ratajczak,Goalkeeper,189.0,85.0,Paderborn,Goalkeeper,None,1
Mbilla Etame,"Attacking Midfielder (Left, Right)",180.0,77.0,Alanyaspor,Midfielder,Left,2
Josh Vela,Defender (Right),181.0,73.0,Bolton,Defender,Right,1
Vladislav Ignatjev,Defender (Right),180.0,72.0,Lokomotiv Moscow,Defender,Right,1
Makhete Diop,Forward,188.0,72.9825,Beijing Renhe,Forward,None,1
Leandro Sapetti,Defender (Left),176.0,71.0,Aldosivi,Defender,Left,1
Ferhat Öztorun,Defender (Left),176.0,73.0,Konyaspor,Defender,Left,1
Santi Mina,"Attacking Midfielder (Left, Right)",181.0,77.0,Valencia,Midfielder,Left,2
Calvin Verdonk,Defender (Left),174.0,67.0,Feyenoord,Defender,Left,1
Hassani Dotson,Midfielder,180.0,77.0,Minnesota United,Midfielder,None,1
Mike te Wierik,"Defender (Centre, Right)",191.0,73.0,FC Groningen,Defender,Centre,2
Víctor Cabrera,Defender (Centre),179.0,80.0,Montreal Impact,Defender,Centre,1
Matteo Scozzarella,Midfielder (Centre),170.0,65.0,Parma Calcio 1913,Midfielder,Centre,1
Ryan Bennett,Defender (Centre),188.0,70.0,Wolverhampton Wanderers,Defender,Centre,1
Mads Bech Sörensen,Defender (Centre),176.82833333333335,72.9825,Brentford,Defender,Centre,1
Oliver Baumann,Goalkeeper,187.0,82.0,Hoffenheim,Goalkeeper,None,1
Ogenyi Onazi,Defensive Midfielder (C),173.0,73.0,Trabzonspor,Defensive Midfielder,None,1
Baptiste Santamaría,Defensive Midfielder (C),183.0,73.0,Angers,Defensive Midfielder,None,1
Fede Vico,Midfielder,176.0,70.0,Granada,Midfielder,None,1
João Camacho,"Attacking Midfielder (Left, Right)",174.0,70.0,Nacional,Midfielder,Left,2
Arkadiusz Milik,Forward,186.0,78.0,Napoli,Forward,None,1
João Palhinha,Defensive Midfielder (C),189.0,82.0,Braga,Defensive Midfielder,None,1
Karl Toko Ekambi,Attacking Midfielder (Left),185.0,74.0,Villarreal,Midfielder,Left,1
Bilal Kisa,Midfielder (Centre),180.0,71.0,Akhisarspor,Midfielder,Centre,1
Rudy Gestede,Forward,193.0,86.0,Middlesbrough,Forward,None,1
Lucas Olaza,Defender (Left),173.0,68.0,Celta Vigo,Defender,Left,1
Vítor Bruno,Defender (Left),171.0,65.0,Feirense,Defender,Left,1
Otávio,Defensive Midfielder (C),176.0,73.0,Bordeaux,Defensive Midfielder,None,1
Cristian Borja,Defender (Left),178.0,70.0,Sporting CP,Defender,Left,1
Ollie Watkins,"Attacking Midfielder (Left, Right)",180.0,72.9825,Brentford,Midfielder,Left,2
Leandro Paredes,Defensive Midfielder (C),180.0,75.0,Zenit St. Petersburg,Defensive Midfielder,None,1
Duván Vergara,Forward,173.0,72.0,Rosario Central,Forward,None,1
Dmitri Kombarov,Defender (Left),181.0,73.0,Spartak Moscow,Defender,Left,1
Fernando Monetti,Goalkeeper,184.0,78.0,San Lorenzo,Goalkeeper,None,1
Bastos,Defender (Centre),184.0,77.0,Lazio,Defender,Centre,1
Daniel Carvajal,Defender (Right),173.0,73.0,Real Madrid,Defender,Right,1
Abduhamit Abdugheni,Midfielder,185.0,75.0,Jiangsu Suning FC,Midfielder,None,1
Ceyhun Gülselam,Midfielder (Centre),192.0,88.0,Alanyaspor,Midfielder,Centre,1
Lorenzo De Silvestri,Defender (Right),186.0,84.0,Torino,Defender,Right,1
Kevin Müller,Goalkeeper,190.0,90.0,FC Heidenheim,Goalkeeper,None,1
Facundo Roncaglia,"Defender (Centre, Left, Right)",179.0,76.0,Valencia,Defender,Centre,3
Dominic Calvert-Lewin,Attacking Midfielder (Left),176.0,71.0,Everton,Midfielder,Left,1
Remi Matthews,Goalkeeper,184.0,78.0,Bolton,Goalkeeper,None,1
Nayef Aguerd,Defender (Centre),188.0,76.0,Dijon,Defender,Centre,1
Billy Jones,"Defender (Centre, Left, Right)",181.0,77.0,Rotherham,Defender,Centre,3
Wilfried Kanga,Forward,185.0,76.0,Angers,Forward,None,1
Filipe Melo,Defensive Midfielder (C),189.0,82.0,Chaves,Defensive Midfielder,None,1
Mike Maignan,Goalkeeper,191.0,89.0,Lille,Goalkeeper,None,1
Nicky Medja Beloko,Midfielder,177.0,65.0,Fiorentina,Midfielder,None,1
Riccardo Meggiorini,Forward,182.0,76.0,Chievo,Forward,None,1
Karim Benzema,Forward,185.0,81.0,Real Madrid,Forward,None,1
Emmanuel Más,Defender (Left),180.0,73.0,Boca Juniors,Defender,Left,1
Damian Szymanski,Midfielder (Centre),181.0,70.0,FK Akhmat,Midfielder,Centre,1
Diego Mercado,Midfielder,170.0,71.0,Independiente,Midfielder,None,1
Bernardo,"Defender (Left, Right)",186.0,76.0,Brighton,Defender,Left,2
Emanuel Taffertshofer,Defensive Midfielder (C),175.0,71.0,Sandhausen,Defensive Midfielder,None,1
Mathias Jensen,Midfielder,173.0,68.0,Celta Vigo,Midfielder,None,1
Edin Visca,"Attacking Midfielder (Left, Right)",172.0,67.0,Istanbul Basaksehir,Midfielder,Left,2
Ramón Azeez,Midfielder (Centre),169.0,67.0,Granada,Midfielder,Centre,1
Cris,Defensive Midfielder (C),175.0,70.0,Feirense,Defensive Midfielder,None,1
Luke Steele,Goalkeeper,188.0,76.0,Nottingham Forest,Goalkeeper,None,1
Niklas Moisander,Defender (Centre),183.0,75.0,Werder Bremen,Defender,Centre,1
Abdoulaye Diaby,"Attacking Midfielder (Left, Right)",173.0,71.0,Sporting CP,Midfielder,Left,2
Dmitriy Stotskiy,"Defender (Left, Right)",171.0,63.0,FC Krasnodar,Defender,Left,2
Mats Hummels,Defender (Centre),191.0,92.0,Bayern Munich,Defender,Centre,1
Wes Hoolahan,"Attacking Midfielder (Centre, Left, Right)",168.0,71.0,West Bromwich Albion,Midfielder,Centre,3
Michael Breij,Forward,181.0,72.0,FC Groningen,Forward,None,1
Matías Romero,Midfielder (Centre),176.0,73.0,Argentinos Juniors,Midfielder,Centre,1
Mike Havekotte,Goalkeeper,184.0,80.0,ADO Den Haag,Goalkeeper,None,1
Toni Prats,Goalkeeper,185.0,85.0,Mallorca,Goalkeeper,None,1
Nejc Skubic,Defender (Right),178.0,75.0,Konyaspor,Defender,Right,1
Jordan Harvey,Defender (Left),181.0,78.0,Los Angeles FC,Defender,Left,1
Thomas Monconduit,Defensive Midfielder (C),184.0,83.0,Amiens,Defensive Midfielder,None,1
Nordi Mukiele,"Defender (Centre, Right)",185.0,74.0,RasenBallsport Leipzig,Defender,Centre,2
Jeremiah Gutjahr,Defender (Left),178.0,73.0,Chicago Fire,Defender,Left,1
Pol Lirola,Defender (Right),183.0,70.0,Sassuolo,Defender,Right,1
Bekim Balaj,Forward,188.0,78.0,FK Akhmat,Forward,None,1
Diego Demme,Defensive Midfielder (C),170.0,68.0,RasenBallsport Leipzig,Defensive Midfielder,None,1
Edgar Prib,Defender (Left),180.0,77.0,Hannover 96,Defender,Left,1
Toni Kroos,Midfielder (Centre),183.0,76.0,Real Madrid,Midfielder,Centre,1
Wilfrid Kaptoum,Midfielder (Centre),174.0,72.0,Real Betis,Midfielder,Centre,1
Alhassane Keita,Forward,183.0,78.0,Belenenses SAD,Forward,None,1
Sokratis,"Defender (Centre, Right)",186.0,85.0,Arsenal,Defender,Centre,2
Radosav Petrovic,Midfielder (Centre),193.0,83.0,Sporting CP,Midfielder,Centre,1
Kevin Mac Allister,"Defender (Left, Right)",175.0,72.0,Boca Juniors,Defender,Left,2
Tim Skarke,Attacking Midfielder (Right),179.0,70.0,FC Heidenheim,Midfielder,Right,1
Fernando Godoy,Defensive Midfielder (C),172.0,70.0,Aldosivi,Defensive Midfielder,None,1
Ismail Köybasi,"Defender (Left, Right)",177.0,75.0,Fenerbahce,Defender,Left,2
Ola Kamara,Attacking Midfielder (Left),184.0,81.0,Shenzhen FC,Midfielder,Left,1
George Byers,Midfielder (Centre),180.0,73.0,Swansea,Midfielder,Centre,1
Roland Sallai,Attacking Midfielder (Left),183.0,77.0,Freiburg,Midfielder,Left,1
Tyrone Mears,Defender (Right),181.0,74.0,West Bromwich Albion,Defender,Right,1
Víctor Laguardia,Defender (Centre),185.0,80.0,Deportivo Alaves,Defender,Centre,1
Alexander González,Defender,185.0,75.0,Elche,Defender,None,1
Serkan Kirintili,Goalkeeper,185.0,78.0,Konyaspor,Goalkeeper,None,1
Emiliano Moretti,"Defender (Centre, Left)",185.0,80.0,Torino,Defender,Centre,2
Chung-Yong Lee,"Midfielder (Centre, Left, Right)",180.0,70.0,Bochum,Midfielder,Centre,3
Daniel Butterworth,Forward,176.82833333333335,72.9825,Blackburn,Forward,None,1
Shamit Shome,Midfielder (Centre),175.0,69.0,Montreal Impact,Midfielder,Centre,1
Michael Barrios,"Attacking Midfielder (Left, Right)",163.0,61.0,FC Dallas,Midfielder,Left,2
Jimmy Durmaz,"Attacking Midfielder (Centre, Left, Right)",180.0,69.0,Toulouse,Midfielder,Centre,3
Vedat Muriqi,Forward,194.0,92.0,Rizespor,Forward,None,1
Santiago Mosquera,Attacking Midfielder (Left),168.0,70.0,FC Dallas,Midfielder,Left,1
Raheem Sterling,"Midfielder (Centre, Left, Right)",170.0,69.0,ManCity,Midfielder,Centre,3
Björn Engels,Defender (Centre),194.0,83.0,Reims,Defender,Centre,1
Vyacheslav Podberezkin,"Midfielder (Centre, Left, Right)",187.0,76.0,Rubin Kazan,Midfielder,Centre,3
Senad Lulic,Defender (Left),183.0,75.0,Lazio,Defender,Left,1
Jimmy Maurer,Goalkeeper,188.0,85.0,FC Dallas,Goalkeeper,None,1
Jalil Elías,Defensive Midfielder (C),180.0,70.0,Godoy Cruz,Defensive Midfielder,None,1
Joaquín Varela,Defender (Centre),190.0,72.9825,Godoy Cruz,Defender,Centre,1
Nicolò Zaniolo,"Attacking Midfielder (Centre, Right)",190.0,79.0,Roma,Midfielder,Centre,2
Marcelo Miño,Goalkeeper,186.0,72.9825,Rosario Central,Goalkeeper,None,1
Roy Beerens,"Attacking Midfielder (Centre, Left, Right)",173.0,63.0,Vitesse,Midfielder,Centre,3
Giannelli Imbula,Midfielder (Centre),186.0,78.0,Rayo Vallecano,Midfielder,Centre,1
Danil Stepanov,Defender,172.0,68.0,Rubin Kazan,Defender,None,1
Marcelo Saracchi,Defender (Left),172.0,69.0,RasenBallsport Leipzig,Defender,Left,1
Ryo Miyaichi,"Midfielder (Left, Right)",183.0,71.0,St. Pauli,Midfielder,Left,2
Patrik Schick,Attacking Midfielder (Right),186.0,73.0,Roma,Midfielder,Right,1
Pierluigi Gollini,Goalkeeper,188.0,80.0,Atalanta,Goalkeeper,None,1
Federico Fazio,Defender (Centre),195.0,85.0,Roma,Defender,Centre,1
Jay-Roy Grot,"Attacking Midfielder (Left, Right)",193.0,98.0,VVV-Venlo,Midfielder,Left,2
Matías Kranevitter,Defensive Midfielder (C),178.0,74.0,Zenit St. Petersburg,Defensive Midfielder,None,1
Andrés Ponce,Forward,182.0,80.0,Anzhi Makhachkala,Forward,None,1
Denis Odoi,"Defender (Centre, Left, Right)",177.0,72.0,Fulham,Defender,Centre,3
,,176.82833333333335,72.9825,SPAL 2013,,None,1
Darren Potter,Defensive Midfielder (C),185.0,72.0,Rotherham,Defensive Midfielder,None,1
Rúrik Gíslason,"Midfielder (Left, Right)",184.0,80.0,Sandhausen,Midfielder,Left,2
James Igbekeme,Midfielder,170.0,66.0,Real Zaragoza,Midfielder,None,1
Erik Lamela,"Attacking Midfielder (Centre, Left, Right)",181.0,79.0,Tottenham,Midfielder,Centre,3
Pascal Testroet,Forward,185.0,84.0,Erzgebirge Aue,Forward,None,1
Lorenzo Melgarejo,Defender (Left),171.0,78.0,Spartak Moscow,Defender,Left,1
Gastón Pereiro,"Attacking Midfielder (Centre, Left, Right)",188.0,76.0,PSV Eindhoven,Midfielder,Centre,3
Florian Carstens,Defender (Centre),191.0,87.0,St. Pauli,Defender,Centre,1
Román Martínez,Midfielder (Centre),185.0,74.0,San Lorenzo,Midfielder,Centre,1
Álex López,Forward,186.0,84.0,Mallorca,Forward,None,1
Tomás Cardona,Defender (Centre),188.0,80.0,Godoy Cruz,Defender,Centre,1
George Melkadze,Attacking Midfielder (Left),180.0,77.0,Spartak Moscow,Midfielder,Left,1
Héctor Verdés,Defender,185.0,80.0,Rayo Majadahonda,Defender,None,1
Vicente Gómez,Defensive Midfielder (C),187.0,76.0,Deportivo La Coruna,Defensive Midfielder,None,1
Marcin Kaminski,Defender (Centre),192.0,82.0,Fortuna Duesseldorf,Defender,Centre,1
Boulaye Dia,Forward,176.82833333333335,72.9825,Reims,Forward,None,1
Moussa Diaby,Midfielder (Left),170.0,65.0,Paris Saint-Germain,Midfielder,Left,1
Javier Mascherano,Defender (Centre),174.0,73.0,Hebei CFFC,Defender,Centre,1
Keinan Davis,Forward,178.0,68.0,Aston Villa,Forward,None,1
Joe Newell,"Midfielder (Centre, Left)",180.0,71.0,Rotherham,Midfielder,Centre,2
Saman Ghoddos,Attacking Midfielder (Left),176.0,75.0,Amiens,Midfielder,Left,1
Anthony Jackson-Hamel,Forward,186.0,82.0,Montreal Impact,Forward,None,1
Fehmi Mert Günok,Goalkeeper,196.0,76.0,Istanbul Basaksehir,Goalkeeper,None,1
Diego Capel,Attacking Midfielder (Left),173.0,69.0,Extremadura,Midfielder,Left,1
Elías Pereyra,Defender (Left),172.0,68.0,San Lorenzo,Defender,Left,1
Andrea Petagna,Forward,190.0,85.0,SPAL 2013,Forward,None,1
Agustín Heredia,Defender,192.0,83.0,Godoy Cruz,Defender,None,1
David Texeira,Forward,183.0,82.0,Moreirense,Forward,None,1
Karim Rekik,"Defender (Centre, Left)",186.0,84.0,Hertha Berlin,Defender,Centre,2
Lukas Gugganig,Defender (Centre),191.0,83.0,Greuther Fuerth,Defender,Centre,1
Laurent Ciman,Defender (Centre),182.0,68.0,Toronto FC,Defender,Centre,1
Ezequiel Videla,Midfielder (Centre),176.0,73.0,Aldosivi,Midfielder,Centre,1
Ivan Novoseltsev,"Defender (Centre, Left, Right)",190.0,80.0,Anzhi Makhachkala,Defender,Centre,3
Sory Kaba,Forward,191.0,80.0,Dijon,Forward,None,1
Carlos Pomares,Defender,176.82833333333335,72.9825,Extremadura,Defender,None,1
